,time,confidence,shadow,xc,yc,minr,maxr,maj-ax,min-ax,orientation,x-pos,y-pos,x-corr,y-corr,x-vel,y-vel,speed,rear,freeze,escape,hide,x-corr-filtered,y-corr-filtered,x-vel-filtered,y-vel-filtered,speed-filtered,freeze-filtered,escape-filtered,hide-filtered
0,-10.0,507.6666666666667,False,203.5534411671424,67.16904535363146,33.0,98.0,109.1397795915005,47.21086450475438,-1.143477400451251,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.416210074359152e-06,-1.4972260266944378e-05,,,,0.0,0.0,1.0
1,-9.96546052631579,663.8,False,208.5722926267281,66.1975806451613,29.0,98.0,116.95461474130867,48.02013018332181,-1.1368338605241333,208.5722926267281,100.6975806451613,-0.1097651397977739,0.020398115371192113,-3.292954193933217,0.6119434611357634,3.3493315934629666,0.0,0.0,0.0,0.0,-0.04182617540158227,0.0076650750944420925,-1.2548577483496988,0.23040142064127112,1.2758341519283734,0.0,0.0,1.0
2,-9.93092105263158,673.6,False,210.78921709205625,64.42443361055348,24.0,98.0,119.88501127771042,45.456232508216736,-1.0880248582162584,210.78921709205625,101.42443361055348,-0.10809540878810832,0.02152153571955716,0.05009193028996705,0.033702610450951236,0.06037439383864227,0.0,0.0,0.0,0.0,-0.07762533826022346,0.014167058164889676,-1.0739748857592357,0.19505949211342752,1.091544896330477,0.0,0.0,1.0
3,-9.896381578947368,559.5,False,214.0744132799084,62.044647967945046,21.0,98.0,119.4945292746971,46.69135835990274,-1.0451374659993298,214.0744132799084,100.54464796794504,-0.10593447989894077,0.020161743381677057,0.06482786667502737,-0.04079377013640293,0.07659493442504409,0.0,0.0,0.0,1.0,-0.10305479475586866,0.018653243681272247,-0.7628836948693563,0.13458556549147713,0.7746643184865183,0.0,0.0,1.0
4,-9.861842105263158,1132.6666666666667,False,216.56286919831223,59.77918424753868,17.0,97.0,120.08537621842716,48.198560335859874,-1.011412463667296,216.56286919831223,99.77918424753868,-0.10430892801593082,0.01897864644132717,0.048766556490298,-0.03549290821049653,0.06031520177500991,0.0,0.0,0.0,1.0,-0.11652124426309927,0.020846204293061242,-0.4039934852169183,0.06578881835366986,0.4093151655119616,0.0,0.0,1.0
5,-9.827302631578949,812.0,False,218.8951212386795,57.30090563832895,15.0,98.0,116.74380569277696,49.02100287881832,-1.0100748914278288,218.8951212386795,98.80090563832894,-0.1028214735606138,0.017466623861404858,0.044623633659510206,-0.045360677397669386,0.06363065090782591,0.0,0.0,0.0,1.0,-0.11927243472377975,0.021031068715231003,-0.08253571382041441,0.0055459326650928245,0.08272183161034993,0.0,0.0,1.0
6,-9.792763157894736,654.4,False,221.07253131371976,56.316632682784736,13.0,96.0,114.80951317985884,49.25012130161555,-0.9755001260555408,221.07253131371976,97.81663268278471,-0.1014391189121183,0.015945336449435438,0.04147063945486522,-0.04563862235908259,0.06166601809449331,0.0,0.0,0.0,1.0,-0.11461324259267863,0.01987005356572772,0.13977576393303368,-0.03483045448509848,0.14405007720477514,0.0,0.0,1.0
7,-9.758223684210526,1107.6666666666667,False,222.32267441860463,56.12877906976744,12.0,96.0,115.01941811100868,47.10633570232406,-0.9242713679421688,222.32267441860463,98.12877906976745,-0.10051321943225987,0.016427788361309786,0.027776984395752886,0.014473557356230432,0.03132163349293889,0.0,1.0,0.0,1.0,-0.10664674503836687,0.01812482415551988,0.23899492662935298,-0.052356882306235225,0.24466266180068993,0.0,0.0,1.0
8,-9.723684210526317,634.0,False,223.9121683440073,55.49496797804208,13.0,97.0,114.02084263369608,46.72530510510513,-0.8974331735922576,223.9121683440073,97.49496797804208,-0.09948844864392495,0.015448173072708012,0.03074312365004758,-0.029388458658053233,0.04253023811429015,0.0,1.0,0.0,1.0,-0.09903662969972991,0.016403576063703563,0.22830346015910857,-0.0516374427544895,0.23407027879430753,0.0,0.0,1.0
9,-9.689144736842104,823.25,False,224.29375368296996,54.84973482616382,11.0,96.0,113.54895307736572,46.307139711694425,-0.8755714085551463,224.29375368296996,97.34973482616384,-0.09924110968835916,0.015223701431474227,0.007420168666974261,-0.00673414923701351,0.010020362717622364,0.0,1.0,0.0,1.0,-0.09417153180561655,0.0150195578726534,0.14595293682340096,-0.041520545731504876,0.1517439141620436,0.0,0.0,1.0
