,time,confidence,shadow,xc,yc,minr,maxr,maj-ax,min-ax,orientation,x-pos,y-pos,x-corr,y-corr,x-vel,y-vel,speed,rear,freeze,escape,hide
471,3.5787545787545803,591.5,False,240.05693800084353,160.686630113876,140.0,179.0,90.68625239926202,37.67158282363245,1.5643311056729066,240.05693800084353,180.186630113876,-42.993113117415724,12.025019297645255,-0.4755695346069686,-1.995760760870617,2.0516401723687205,0.0,0.0,0.0,1.0
472,3.62881562881563,2462.0,False,239.90048740861087,160.5434606011373,140.0,180.0,91.25851975984563,37.27853312404636,1.5660108421824355,239.90048740861087,180.5434606011373,-43.07139590571956,13.371549438253954,-0.07828278830383795,1.3465301406086994,1.348803771685232,0.0,0.0,0.0,1.0
473,3.67887667887668,1260.5,False,240.06854199683042,161.1069730586371,141.0,182.0,91.58960743233581,38.7915511573167,1.566572716652865,240.06854199683042,181.6069730586371,-42.81770831140625,17.384803994856963,0.25368759431331256,4.013254556603009,4.021264668186277,0.0,0.0,0.0,1.0
474,3.72893772893773,2353.0,False,240.73608159796004,160.52146196345092,140.0,179.0,89.46297777169218,37.67842195950479,1.5606383445170184,240.73608159796004,180.02146196345092,-42.490309990760316,11.40174325830535,0.32739832064593344,-5.983060736551613,5.992011802193592,0.0,0.0,0.0,1.0
475,3.77899877899878,2467.0,False,240.1811917308472,160.70449939197405,139.0,180.0,90.97071410943967,38.22987173933723,1.5578904954133153,240.1811917308472,181.20449939197405,-42.77855190210625,15.866035441411523,-0.2882419113459349,4.464292183106172,4.473587832556686,0.0,0.0,0.0,1.0
476,3.8290598290598297,1229.0,False,240.2261081740545,160.95933306222042,139.0,180.0,92.08526278368392,37.94055805600136,1.5620410929813022,240.2261081740545,181.45933306222042,-42.71434229021245,16.827671932907258,0.06420961189380137,0.9616364914957352,0.9637777835350739,0.0,0.0,0.0,1.0
477,3.8791208791208796,810.6666666666666,False,240.7051597051597,160.7841932841933,140.0,182.0,89.43335209803931,38.39914626725834,-1.5642586455629481,240.7051597051597,181.7841932841933,-42.309816065028606,18.05355956299356,0.40452622518384374,1.2258876300863015,1.2909074128147606,0.0,0.0,0.0,1.0
478,3.9291819291819294,2478.0,False,240.10290556900728,160.6856335754641,139.0,181.0,88.9977134990218,38.588913964434425,1.5681296890558027,240.10290556900728,181.6856335754641,-42.782187050937154,17.681636133826775,-0.4723709859085474,-0.37192342916678456,0.601216587837855,0.0,0.0,0.0,1.0
479,3.9792429792429793,2444.0,False,240.8310147299509,161.17635024549918,140.0,181.0,91.6721424344306,37.52232702966952,1.5446845283719053,240.8310147299509,181.67635024549918,-42.22598449502239,17.646604699996903,0.5562025559147656,-0.03503143382987162,0.5573046604526959,0.0,1.0,0.0,1.0
480,4.029304029304029,2352.0,False,240.83205782312925,160.53698979591837,141.0,180.0,87.53344096140968,37.69626748568918,-1.5700432654526215,240.83205782312925,180.03698979591837,-42.4147222829511,11.460338852522163,-0.18873778792870866,-6.18626584747474,6.1891442936988135,0.0,0.0,0.0,1.0
481,4.079365079365079,2425.0,False,240.99505154639175,160.92536082474226,139.0,182.0,88.44203447669645,38.7896508069358,1.5637942347230662,240.99505154639175,182.42536082474226,-42.0140900828665,20.473059716008514,0.4006322000845941,9.01272086348635,9.021620892215921,0.0,0.0,0.0,1.0
482,4.129426129426129,2443.0,False,240.15022513303316,160.77691363078182,139.0,182.0,90.1541953013745,38.782033293164844,1.5679181377193836,240.15022513303316,182.27691363078182,-42.67676360304488,19.912881625591773,-0.6626735201783802,-0.5601780904167413,0.8677186683070457,0.0,0.0,0.0,1.0
483,4.179487179487182,2475.0,False,240.55757575757576,160.91232323232325,139.0,180.0,90.46836710950963,38.53618439211097,1.5584003269056423,240.55757575757576,181.41232323232325,-42.46595051902691,16.650276348389607,0.21081308401797116,-3.262605277202166,3.2694090217072245,0.0,0.0,0.0,1.0
484,4.229548229548232,2444.0,False,240.91939443535188,161.0208674304419,140.0,180.0,90.62552529219103,37.59178360684653,1.5562930345518085,240.91939443535188,181.0208674304419,-42.23400351371968,15.17308464317702,0.23194700530723367,-1.4771917052125865,1.4952908570642245,0.0,0.0,0.0,1.0
485,4.279609279609282,1227.0,False,241.06802443991853,160.82321792260691,138.0,182.0,89.18159427114523,38.193994186430615,1.568912226945998,241.06802443991853,182.82321792260691,-41.912549781508176,21.974407255120433,0.3214537322115021,6.801322611943412,6.808914874903744,0.0,0.0,0.0,1.0
486,4.329670329670332,2474.0,False,240.65238480194017,160.84114793856102,140.0,181.0,89.28552171624021,38.496556223741955,1.5558331265717331,240.65238480194017,181.34114793856102,-42.401587627100504,16.381690334192538,-0.4890378455923283,-5.592716920927895,5.6140574072639104,0.0,0.0,0.0,1.0
487,4.379731379731382,2445.0,False,240.91820040899796,160.94887525562373,139.0,182.0,90.18552569330072,38.403018253427845,1.5507710084541555,240.91820040899796,182.44887525562373,-42.07007641505342,20.56179341744805,0.3315112120470829,4.1801030832555135,4.1932280489326095,0.0,0.0,0.0,1.0
488,4.429792429792432,1232.5,False,240.41849148418493,160.74006488240065,139.0,180.0,90.30183257484873,37.84857925641379,1.552839758692049,240.41849148418493,181.24006488240065,-42.59254678710861,16.000244839247717,-0.5224703720551886,-4.561548578200334,4.591372422376231,0.0,0.0,0.0,1.0
