animal,day,trial,shadowON,escape,hide,shadowOFF
m971,day1,1,654.8,-0.29190992493744794,4.1117597998331945,6.063386155129276
m971,day1,1,654.8,3.160967472894079,4.26188490408674,6.063386155129276
m971,day1,1,654.8,3.361134278565471,4.26188490408674,6.063386155129276
m971,day1,1,654.8,3.361134278565471,4.26188490408674,6.063386155129276
m971,day1,1,654.8,3.261050875729776,4.26188490408674,6.063386155129276
m971,day1,1,654.8,3.361134278565471,4.26188490408674,6.063386155129276
m971,day1,2,859.05,3.2110091743119273,4.1117597998331945,6.21351125938282
