,time,shadow,xc,yc,minr,maxr,maj-ax,min-ax,orientation,x-pos,y-pos,x-corr,y-corr,x-vel,y-vel,speed,rear,freeze,escape,hide
0,-10.0,False,419.9518574677786,168.9010614101592,132.0,203.0,155.3344971530251,52.624187079659954,-1.2573873288299267,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-9.949958298582152,False,420.69698072026193,168.12040742088033,129.0,203.0,159.23958969950257,52.18361640140864,-1.2367791049750532,420.69698072026193,192.78707408754698,10.874996642874741,79.54974688855681,10.874996642874741,79.54974688855681,80.28964928317966,0.0,0.0,0.0,0.0
2,-9.899916597164303,False,419.7134146341463,168.5137195121951,129.0,203.0,156.36682632235613,52.70107582935968,-1.231579463576688,419.7134146341463,193.18038617886177,10.28204442371594,80.11566356670757,-0.5929522191588017,0.5659166781507565,0.8196670182546901,0.0,0.0,0.0,0.0
3,-9.849874895746455,False,421.7169421487603,167.28891184573004,128.0,204.0,158.61518779848598,54.647266528962426,-1.237861083478655,421.7169421487603,192.62224517906338,11.486960672836677,79.3125829914581,1.2049162491207372,-0.8030805752494672,1.4480198816791852,0.0,0.0,0.0,1.0
4,-9.799833194328608,False,423.8518119842124,166.8399712952996,127.0,204.0,161.07921358906307,52.93570016562063,-1.200654090348353,423.8518119842124,192.50663796196625,12.764959476722034,79.14624167189388,1.2779988038853567,-0.16634131956422493,1.28877863782993,0.0,0.0,0.0,1.0
5,-9.74979149291076,False,423.2384473197782,166.35896487985212,124.0,203.0,160.46600259645393,53.63157360497366,-1.2066955746585386,423.2384473197782,192.69229821318547,12.39533854595016,79.41337872400786,-0.3696209307718732,0.26713705211398064,0.4560502571831459,0.0,1.0,0.0,1.0
6,-9.699749791492911,False,423.3615107913669,165.30575539568346,121.0,203.0,159.51922878782608,55.56348411281461,-1.2027431717675092,423.3615107913669,192.6390887290168,12.469737305391737,79.33681831513209,0.0743987594415767,-0.0765604088757641,0.10675519478540506,0.0,1.0,0.0,1.0
7,-9.649708090075062,False,423.22079722703637,163.73830155979203,115.0,203.0,160.13099621893792,55.19059492615445,-1.1388095312155486,423.22079722703637,193.07163489312538,12.37881336716819,79.95918689658328,-0.09092393822354694,0.6223685814511839,0.6289752091455102,0.0,1.0,0.0,0.0
8,-9.599666388657214,False,423.58394415357765,163.42094240837696,112.0,203.0,157.95502711418445,57.78122195979438,-1.123030368098704,423.58394415357765,193.7542757417103,12.584818799608835,80.94140394490691,0.2060054324406444,0.9822170483236334,1.003587847780476,0.0,1.0,0.0,0.0
9,-9.549624687239366,False,424.06026170798896,162.56370523415978,110.0,203.0,158.80212418372972,60.045660340401014,-1.1087519831221784,424.06026170798896,193.56370523415978,12.872252221088402,80.66720177576947,0.28743342147956774,-0.274202169137439,0.39724652464575133,0.0,1.0,0.0,0.0
10,-9.499582985821519,False,422.53473613894454,163.06379425517702,109.0,203.0,156.28197203249255,59.91490075491986,-1.090700341514546,422.53473613894454,194.39712758851036,11.948764228005341,81.86637063095016,-0.9234879930830608,1.1991688551806874,1.5135507974970448,0.0,1.0,0.0,0.0
11,-9.44954128440367,False,422.18184764991895,162.84602917341977,111.0,204.0,156.97021704080453,59.282649267798845,-1.0936380274879807,422.18184764991895,193.84602917341977,11.746546931426181,81.07342327110757,-0.20221729657916043,-0.7929473598425858,0.8183259439350016,0.0,1.0,0.0,0.0
12,-9.399499582985822,False,422.5666023166023,163.76447876447875,111.0,204.0,157.9145531487568,59.40534916026701,-1.1016366501687804,422.5666023166023,194.76447876447875,11.962165060883713,82.39493347407014,0.2156181294575319,1.3215102029625712,1.3389848372124835,0.0,1.0,0.0,0.0
13,-9.349457881567973,False,421.57184278350513,163.9284793814433,113.0,204.0,158.0366802784074,58.718759743082,-1.1148804968918522,421.57184278350513,194.26181271477665,11.37645434315906,81.67167297090165,-0.5857107177246537,-0.7232605031684898,0.9306786772571218,0.0,1.0,0.0,0.0
14,-9.299416180150125,False,422.0448222565688,163.50077279752705,116.0,204.0,157.04619289411718,55.69821476400648,-1.1047008606289281,422.0448222565688,192.8341061308604,11.679803515966855,79.6174188933243,0.3033491728077955,-2.0542540775773546,2.076530889701947,0.0,1.0,0.0,1.0
15,-9.249374478732276,False,419.6755971594577,163.86023240800517,114.0,205.0,157.70193782067113,57.90153648376929,-1.121169531585996,419.6755971594577,194.19356574133852,10.246225034218481,81.573475886818,-1.4335784817483734,1.9560569934937035,2.4251404547216637,0.0,1.0,0.0,0.0
16,-9.199332777314428,False,419.9010803511141,162.78663065496286,112.0,204.0,161.75612156471027,57.74907218465994,-1.1045700785732342,419.9010803511141,193.45329732162952,10.39053187654339,80.50834146997053,0.14430684232490876,-1.0651344168474708,1.0748654756269678,0.0,1.0,0.0,0.0
17,-9.149291075896581,False,418.74695222405273,162.87084019769358,112.0,205.0,158.46384487852987,57.7697309423354,-1.110354530349074,418.74695222405273,193.87084019769358,9.696221535620868,81.10912258660947,-0.694310340922522,0.6007811166389416,0.9181529282324825,0.0,1.0,0.0,0.0
18,-9.099249374478733,False,418.57914659325536,162.54301445285617,115.0,205.0,160.18416119383838,56.97788470007036,-1.1148532950103194,418.57914659325536,192.54301445285617,9.612306448631632,79.19858194655563,-0.08391508698923644,-1.9105406400538385,1.9123826183904051,0.0,1.0,0.0,1.0
