,time,confidence,shadow,xc,yc,minr,maxr,maj-ax,min-ax,orientation,x-pos,y-pos,x-corr,y-corr,x-vel,y-vel,speed,rear,freeze,escape,hide,x-corr-filtered,y-corr-filtered,x-vel-filtered,y-vel-filtered,speed-filtered
14,-9.532591414944356,2202.0,False,318.5295186194369,38.583560399636696,0.0,91.0,101.44795331246218,28.61098675174173,0.5000112087855756,342.84838739970183,83.09776520069016,0.014052187788406136,0.0011008567231863022,-0.07830998946489323,-0.22916055583944409,0.24217145744830182,1.0,0.0,0.0,0.0,0.015870153699303117,0.005920708852757313,-0.07276641822404592,-0.11640590328023687,0.1372781335087443
15,-9.499205087440382,2184.0,False,317.3882783882784,38.73580586080586,0.0,90.0,100.3188987789504,28.60076098275721,0.475046998587773,340.330219497445,83.34116093392296,0.012092120757139911,0.0015490993258249798,-0.058802010937986725,0.013447278079160336,0.06032002800139748,1.0,0.0,0.0,0.0,0.013504105479125679,0.0025698541963598063,-0.07098144660532313,-0.1005256396919252,0.12306002599404531
16,-9.465818759936408,2174.0,False,316.72815087396503,38.54921803127875,0.0,88.0,100.20431936691804,28.80515641110133,0.4639654457367909,339.14875984941904,83.3548281500643,0.011174913093791308,0.001574269152972915,-0.027516229900458166,0.0007550948144380501,0.02752658853024943,1.0,0.0,0.0,0.0,0.01150133921350503,-0.00041395421647828085,-0.06008298796861945,-0.08951425238514261,0.1078089366579055
17,-9.432432432432432,2148.0,False,317.6247672253259,38.130353817504655,0.0,87.0,99.8627796322495,28.49167964246061,0.4619859744552526,339.8805242138387,82.82738917599424,0.011753102789676359,0.0006029266592895792,0.01734569087655153,-0.02914027481050008,0.03391207171519233,1.0,0.0,0.0,0.0,0.010063025258892782,-0.002821323006254482,-0.043149418638367465,-0.07222106369328603,0.08412939064214581
18,-9.399046104928455,2128.0,False,317.82424812030075,38.10056390977444,0.0,87.0,98.86291863424842,28.46989566402099,0.4641258161361599,339.9518091400309,82.30282871078464,0.011818733202217387,-0.00036311471310379714,0.001968912376230828,-0.02898124117180129,0.029048045645161488,1.0,0.0,0.0,0.0,0.009295575107021253,-0.004122703458812865,-0.02302350455614586,-0.03904141357675148,0.045324537902970655
19,-9.365659777424485,2127.0,False,316.91913493182886,37.90973201692525,0.0,86.0,97.6724208136495,28.76999767595765,0.4441781741226349,337.90483329646287,82.00707786730784,0.010232304744138183,-0.0009077755666522244,-0.04759285374237608,-0.016339825606452814,0.05031967436492899,1.0,0.0,0.0,0.0,0.009241846456136946,-0.0036477956783626886,-0.0016118595265292301,0.014247233413505278,0.014338122299386497
20,-9.332273449920509,2138.0,False,317.1580916744621,37.92703461178672,0.0,86.0,97.35139959284766,28.836319173829292,0.4440509525939505,338.06922420815624,81.88210584173531,0.010362315092618186,-0.0011379266266384712,0.0039003104544000776,-0.00690453179958741,0.007930005107956509,1.0,0.0,0.0,0.0,0.009906037364701288,-0.0008533321642660143,0.019925727256930263,0.08383390542290024,0.08616935827295777
21,-9.298887122416534,2091.0,False,317.1061692969871,37.48350071736012,0.0,86.0,95.83920643906193,28.89660512053253,0.435814078799296,337.3353591300704,80.92389955777548,0.009806882821303728,-0.0029025790832863997,-0.016662968139433704,-0.05293957369943785,0.055500026763002516,1.0,0.0,0.0,0.0,0.011255428440260971,0.004405455402190059,0.04048173226679051,0.15776362699368218,0.16287459178620156
22,-9.26550079491256,1985.0,False,315.99596977329975,35.88564231738035,0.0,85.0,97.42944364625916,29.692382606483168,0.4583880729946607,337.5523880998033,79.57139458557046,0.00999827159174172,-0.0053933801370709775,0.005741663113139772,-0.0747240316135373,0.0749442966201279,1.0,0.0,0.0,0.0,0.013203158953945963,0.011708598852556755,0.05843191541054976,0.21909430351100087,0.2267522934162215
23,-9.232114467408586,2556.0,False,320.2366979655712,44.31494522691706,0.0,102.0,114.69031390698623,30.08395526345492,0.4217302176099783,343.7103464198765,96.63563763694208,0.014391259381326826,0.026032481835989094,0.13178963368755314,0.9427758591918023,0.9519426601546652,1.0,0.0,0.0,0.0,0.01559191381236496,0.020098169114968274,0.07166264575256992,0.25168710787234555,0.26169053300684003
24,-9.19872813990461,2758.0,False,325.4394488759971,47.7962291515591,0.0,106.0,122.67002598056936,30.63145220857656,0.4402713593091336,351.5795090667766,103.28209286242524,0.0201347197014788,0.03827273087002805,0.17230380960455927,0.3672074710211685,0.40562289084568015,1.0,0.0,0.0,0.0,0.01819931945483265,0.028315067025437672,0.07822216927403065,0.24650693731408196,0.25862014211948736
25,-9.165341812400635,2794.0,False,328.5977093772369,50.75232641374374,0.0,107.0,120.7311273619422,32.435789080769354,0.4514257121977511,354.9321183215524,105.07083324221736,0.02258130259332201,0.04156691204828243,0.07339748675529631,0.09882543534763152,0.12310019388141837,1.0,0.0,0.0,0.0,0.020772319458134413,0.03516975777873936,0.07719000009905291,0.20564072259905064,0.2196506383017165
26,-9.13195548489666,2818.0,False,329.5379701916253,52.009936124911285,0.0,107.0,118.99910045226969,33.31129309355641,0.4672964402340914,356.3409839698343,105.13050586505506,0.023632946231291762,0.04167680638131686,0.0315493091390924,0.003296829991032765,0.03172109700410426,1.0,0.0,0.0,0.0,0.023079419842982934,0.03990446325274217,0.06921301154545562,0.14204116422008423,0.15800675080574345
27,-9.098569157392689,2901.0,False,330.86901068597035,52.351258186832126,0.0,107.0,117.35163537120523,35.070318511618574,0.4795697865207228,357.9418883682117,104.4080624978583,0.02486141472923081,0.040346339775061316,0.03685405493817154,-0.039913998187666236,0.05432631606055015,1.0,0.0,0.0,0.0,0.024958507367177713,0.04240351698477757,0.05637262572584338,0.07497161196106196,0.09380093566306291
28,-9.065182829888712,2838.0,False,333.40063424947147,54.03523608174771,0.0,107.0,113.10769404069411,36.06754441619523,0.475866052430957,359.3084294321638,104.3057419631538,0.0258895309631277,0.040157904167870705,0.030843487016906763,-0.005653068215718378,0.03135726186409873,1.0,0.0,0.0,0.0,0.026340108280423234,0.04317390177164101,0.04144802739736563,0.023111543605903243,0.04745611049148823
29,-9.031796502384738,2845.0,False,334.95992970123024,55.25659050966608,2.0,108.0,111.83974241624512,36.95918910594324,0.471873874502742,360.3786525396085,105.06543033954692,0.026656474176877092,0.04155696195128344,0.023008296412481782,0.04197173350238209,0.047864476566652284,1.0,0.0,0.0,0.0,0.027238477076155166,0.04311262802129302,0.026951063871957955,-0.0018382125104395713,0.02701367929519957
30,-8.998410174880764,1418.5,False,335.4454609429979,56.60661505981703,9.0,128.0,109.17732704167145,37.64701641032306,0.4927112673456834,361.2667938093617,104.70215491535316,0.02733802362296996,0.04088794643711445,0.020446483382785877,-0.020070465425069697,0.02865104300198262,1.0,0.0,0.0,0.0,0.02771741638489672,0.04315509151651516,0.014368179262246629,0.0012739048566640099,0.014424541895529516
31,-8.965023847376788,1344.0,False,334.60712959524693,57.38321574452284,12.0,124.0,110.20989081521152,37.656583750241566,0.5263795903438059,362.2922024245382,105.02869560160951,0.028089918740273126,0.04148931050020168,0.02255685351909513,0.01804092189261695,0.028884018131441123,1.0,0.0,0.0,0.0,0.02784688740261833,0.04393022132999796,0.003884130531648239,0.02325389440448404,0.02357604875634966
32,-8.931637519872814,1215.5,False,333.4177941779418,57.6309963099631,11.0,129.0,117.48184605508344,37.76339929898857,0.5078700053301005,361.9845153748008,108.95777760577889,0.02767151172119804,0.04872518896091876,-0.012552210572252703,0.21707635382151225,0.21743896012143857,1.0,0.0,0.0,0.0,0.02766763077176091,0.045531882403888196,-0.005377698925722527,0.04804983221670715,0.048349829594212905
33,-8.89825119236884,1212.0,False,332.5726038667215,56.3159193747429,8.0,126.0,120.28691017120452,36.29719847019639,0.4897545520591781,360.8646449069786,109.38941184895516,0.026819207565787505,0.049520095486105246,-0.02556912466231598,0.023847195755594727,0.034963822465553025,1.0,0.0,0.0,0.0,0.02717582106982342,0.04746816495167737,-0.014754291058124702,0.05808847643367518,0.05993296421013644
34,-8.864864864864865,2391.0,False,330.87913007109995,55.07988289418653,8.0,106.0,121.42529382761867,35.86433577666955,0.5092964155474352,360.48037499108034,108.08735212700522,0.026593688323635394,0.047122195445681796,-0.006765577264563304,-0.07193700121270354,0.07225444747002974,1.0,0.0,0.0,0.0,0.026331655374436647,0.048793497672663305,-0.0253249708616032,0.039759981629578084,0.04714032550084309
35,-8.83147853736089,704.0,False,328.20549158547385,52.5837023914969,5.0,106.0,125.02536400946884,35.76562247892425,0.4983820623903589,358.08686851574925,107.4921600658466,0.024837753647659937,0.04602607746933077,-0.052678040279263705,-0.03288353929053095,0.062099139156155954,1.0,0.0,0.0,0.0,0.025087758543624862,0.04838112128361485,-0.03731690492435356,-0.012371291671453566,0.03931412279007913
36,-8.798092209856916,728.0,False,326.7388092133855,50.47023033463712,0.0,106.0,128.3949956343417,34.56602628177092,0.4802537337197124,356.3983241950967,107.4055611673925,0.023583223127638962,0.04586659515173574,-0.03763591560062924,-0.004784469527850842,0.037938809835847784,1.0,0.0,0.0,0.0,0.02342723052901554,0.04526340210975725,-0.04981584043827966,-0.093531575215728,0.10597062574556934
37,-8.764705882352942,762.5,False,323.8077593722755,47.3561464690497,0.0,105.0,128.42375876052495,34.09805467964283,0.4849886049051216,353.7432269962548,104.1631287131283,0.02172566489589275,0.039895264665061325,-0.05572674695238632,-0.17913991460023232,0.18760751405227308,1.0,0.0,0.0,0.0,0.02139807554843442,0.038954107352793144,-0.060874649417433646,-0.18927884270892328,0.19882706867759423
38,-8.731319554848966,2431.0,False,321.88728918140686,45.196215549156726,0.0,104.0,122.79281102900369,32.30496262929033,0.4929899386499768,350.9438688141703,99.28164602859388,0.01979248349440757,0.03090542546702373,-0.05799544204455547,-0.269695175941128,0.27586039807094354,1.0,0.0,0.0,0.0,0.0191312589289444,0.029667764604409775,-0.06800449858470059,-0.2785902824515011,0.28677021690573745
39,-8.697933227344992,2405.0,False,319.1097713097713,40.65280665280665,0.0,102.0,120.86973468215557,30.42121298628998,0.4799137131790864,347.0127089792893,94.26063499853116,0.01696582871629937,0.021658627989928497,-0.08479964334324601,-0.2774039243128568,0.2900757086267565,1.0,0.0,0.0,0.0,0.0168339201586813,0.01836796906270874,-0.06892016310789298,-0.33899386625103106,0.3459289381341788
40,-8.664546899841017,2411.0,False,317.8141849854832,39.42679386146827,0.0,92.0,111.90299093257298,30.338186186029382,0.4777485993503899,343.53962097437625,89.11353040247329,0.014443484062038705,0.012179614000871617,-0.07567033962782002,-0.2843704196717064,0.2942660970680314,1.0,0.0,0.0,0.0,0.014756618183585871,0.006612227487773263,-0.062319059252862845,-0.3526722472480643,0.35813597854050017
41,-8.631160572337043,548.0,False,315.2779538252603,34.62743322770484,0.0,104.0,99.0721625046437,30.76025033548876,0.5220820568657539,339.9808995052317,77.56445478916172,0.011934184628118343,-0.009089401861580637,-0.0752789830176108,-0.6380704758735675,0.6424958034615375,1.0,0.0,0.0,0.0,0.013141900861014326,-0.0037859792507320793,-0.04844151967714637,-0.3119462021551603,0.3156849915147369
42,-8.597774244833069,1054.5,False,315.1387967787778,33.43912837517764,0.0,102.0,98.40805455836887,29.999318224502787,0.5576086122152718,341.1755292693266,75.18987521528014,0.012920409979215172,-0.013462476583277828,0.029586760532904877,-0.1311922416509158,0.13448710223744037,1.0,0.0,0.0,0.0,0.01216805263698527,-0.011198311005301928,-0.029215446720871653,-0.22236995263709547,0.22428093579910927
43,-8.564387917329094,1059.5,False,315.04622641509434,33.26839622641509,0.0,102.0,97.75651490630788,30.687371255436005,0.5553385865436908,340.8163606735773,74.80132571563558,0.012645916115152896,-0.014178037356103896,-0.008234815921868269,-0.021466823184781988,0.022992100619859606,1.0,0.0,0.0,0.0,0.011904101663258882,-0.01460195788371858,-0.00791852921179165,-0.10210940635249954,0.1024159849366195
44,-8.53100158982512,2041.0,False,314.00734933855955,31.56540911317981,0.0,81.0,92.6436883730436,31.980177890880466,0.567861853903353,338.92065965407045,70.61717242757396,0.011230070073443945,-0.02188366035437576,-0.04247538125126853,-0.23116868994815595,0.23503855263506726,1.0,0.0,0.0,0.0,0.012289460091804897,-0.013847117793487785,0.011560752856380457,0.022645202706923842,0.02542550318565947
45,-8.497615262321144,1992.0,False,314.20180722891564,32.05070281124498,0.0,85.0,97.02883835356252,31.90291701685379,0.5594132480113818,339.9478747547844,73.16990605028948,0.01199422004993863,-0.017182493461713657,0.022924499294840518,0.14103500677986303,0.14288598883485798,1.0,0.0,0.0,0.0,0.013145208015925919,-0.009678048311966465,0.025672437723630644,0.1250720844456396,0.1276796787521448
46,-8.46422893481717,2095.0,False,315.4873508353222,35.90453460620525,0.0,96.0,113.19932063681334,32.69272998324337,0.5136703210671546,343.29913367371,85.19983137485629,0.014352005698311346,0.004972065147064986,0.0707335694511814,0.6646367582633593,0.6683900495086176,1.0,0.0,0.0,0.0,0.014215758306952942,-0.003492470834759586,0.032116508730810706,0.18556732431620637,0.18832605233193936
47,-8.430842607313195,2376.0,False,317.75547138047136,38.686868686868685,0.0,98.0,116.12424093538056,32.89400570197631,0.5104667304607441,346.1237252282651,89.34703061744008,0.016423451742537044,0.01260963281296516,0.062143381326771004,0.22912702997700524,0.2374047086913146,1.0,0.0,0.0,0.0,0.015230890022785387,0.003083869316597782,0.03045395147497333,0.19729020454072102,0.199626821765412
48,-8.397456279809221,784.6666666666666,False,318.13777024162783,37.778295888088174,0.0,98.0,116.53546873732408,34.4187635024964,0.5110475204801428,346.63600616851875,88.60131643500392,0.016838079589834666,0.01123631019337739,0.012438835418928705,-0.04119967858763314,0.04303647455709485,1.0,0.0,0.0,0.0,0.01597092880887224,0.008662036163606217,0.02220116358260556,0.16734500541025304,0.16881126295416202
49,-8.364069952305247,2320.0,False,319.4581896551724,39.0,0.0,97.0,114.06955493950292,34.48275497060388,0.4902027074657418,346.3104328882044,89.31821612873568,0.016567716015350085,0.012556567456235148,-0.008110907234537414,0.0396077178857327,0.04042966896083941,1.0,0.0,0.0,0.0,0.01631534466258232,0.012436109079932025,0.010332475611302475,0.11322218748977425,0.11369267255292996
50,-8.330683624801273,2372.0,False,320.5185497470489,39.223018549747046,0.0,99.0,111.07776325069474,35.87562882969775,0.4660991688077432,345.4780003521737,88.83746400351265,0.015940867067010915,0.011671204426358472,-0.01880546845017509,-0.026560890896300256,0.03254422481540614,1.0,0.0,0.0,0.0,0.016259710476039926,0.01430467050851118,-0.001669025596271849,0.056056842857374625,0.056081683975941765
51,-8.297297297297296,2384.0,False,321.371644295302,39.36031879194631,0.0,98.0,109.51520267025867,36.70569022524296,0.4463638636217661,345.0098720330279,88.75292039781807,0.01558305632183596,0.01151550717830216,-0.01073432235524871,-0.004670917441689342,0.011706542878812258,1.0,0.0,0.0,0.0,0.015896933034127567,0.014753401428969923,-0.01088332325737077,0.013461927613762307,0.017310985535277986
52,-8.263910969793322,2423.0,False,321.99380932728025,39.895583986793234,0.0,98.0,108.43019526838056,37.4135789511314,0.4218582686325244,344.19253413420523,89.35762426447687,0.014939270288320108,0.01262914229185427,-0.019313581005475554,0.03340905340656325,0.03858988547246107,1.0,0.0,0.0,0.0,0.015371394122252616,0.014572973290314834,-0.01576616735624854,-0.0054128441596526695,0.016669460549217634
53,-8.230524642289348,1238.5,False,323.1041162227603,39.99273607748184,0.0,98.0,107.39543681291522,38.10446990090929,0.3958385608915294,343.80899214975915,89.53820080339595,0.01464013689896765,0.012961695770526615,-0.008974001680573716,0.009976604360170407,0.013418842748997064,1.0,0.0,0.0,0.0,0.01482361790011518,0.014534645912591177,-0.016433286664123102,-0.001149821331709721,0.016473463499826042
54,-8.197138314785374,2629.0,False,325.1335108406238,40.84252567516166,0.0,98.0,103.05387973886228,39.29832741522654,0.3494565285549854,342.7756772896905,89.25512212785563,0.013852961403874884,0.012440372242828044,-0.023615264852783042,-0.01563970583095715,0.028324567649762374,1.0,0.0,0.0,0.0,0.014344954687631027,0.015141412025806295,-0.014359896374524575,0.018202983396453532,0.023185237294853098
55,-8.1637519872814,2392.0,False,328.9983277591973,41.86329431438127,0.0,98.0,105.2429773475676,37.956822023125454,0.2690748849083815,342.98720976762866,92.5913166531177,0.013937262005976055,0.018584376893402768,0.002529018063035193,0.18432013951724166,0.18433748876454456,1.0,0.0,0.0,0.0,0.013956545777905411,0.01652608969571839,-0.011652267291768475,0.04154033009736286,0.04314364794076514
56,-8.130365659777425,2415.0,False,331.76894409937887,42.91138716356107,0.0,98.0,105.4655391129821,36.01290984602515,0.2152722338789729,343.0333695820316,94.42699357214131,0.013929365621117063,0.021964997370425992,-0.000236891545769796,0.10141861431069674,0.1014188909735574,1.0,0.0,0.0,0.0,0.0136171248392303,0.01850344627227266,-0.010182628160253348,0.059320697296628075,0.06018829657008214
57,-8.096979332273449,2359.0,False,333.27681220856294,42.30733361593896,0.0,98.0,106.232984357419,35.35298538265112,0.1781831104608468,342.69127189621366,94.58285073591117,0.013665138153153867,0.02225202713795792,-0.00792682403889586,0.0086108930259579,0.01170393173459704,1.0,0.0,0.0,0.0,0.013253779603077873,0.020727088402186903,-0.010900357084572803,0.06670926389742732,0.06759396181840355
58,-8.063593004769475,816.0,False,333.87142857142857,42.56081632653061,0.0,117.0,106.31969869453545,35.443827960219394,0.1471421072442926,341.6652857503214,95.14622659306004,0.012871427762029899,0.023289551736758837,-0.023811311733719035,0.03112573796402753,0.039189158325813156,1.0,0.0,0.0,0.0,0.012802223247177301,0.022872575690575696,-0.01354669067701715,0.0643646186516638,0.06577474410800008
59,-8.0302066772655,787.0,False,334.5486463620981,42.31641285956007,0.0,117.0,107.50141238940442,36.14596510678409,0.1254139009729454,341.2720746389715,95.64495989241048,0.012561620182941508,0.02420802926779092,-0.009294227372651776,0.02755432593096245,0.029079606943083994,1.0,0.0,0.0,0.0,0.012240748964589356,0.02477251972219891,-0.016844228477638362,0.05699832094869645,0.05943514636961444
60,-7.996820349761526,1177.5,False,335.26206604572394,43.20872142252328,0.0,120.0,106.71364720679549,32.74374239967062,0.0927548878964985,340.20407870923384,96.33618264436043,0.011735889209797883,0.02548099934504684,-0.024771929194308734,0.038189102317677595,0.04551984195752324,1.0,0.0,0.0,0.0,0.011605279555072193,0.026459941066425012,-0.019064082285514886,0.050622640326783014,0.054093354000687745
61,-7.963434022257552,785.0,False,335.23092955398084,44.07919966652772,0.0,120.0,109.84163408859791,31.9626088590465,0.0739171676120879,339.286825038921,98.85004826894216,0.010992315481035131,0.03011058613064852,-0.022307211862882533,0.13888760356805033,0.14066761576841855,1.0,0.0,0.0,0.0,0.010980292531788234,0.028116821546741146,-0.018749610698518757,0.04970641440948401,0.053125093268561595
62,-7.930047694753577,2359.0,False,334.5951674438321,43.80924120389996,0.0,118.0,109.8167092552586,31.28678538040642,0.073564041612455,338.6308057065577,98.56908992288317,0.010501269783587284,0.029593167445457026,-0.014731370923435402,-0.015522560555744712,0.021400074193576982,1.0,0.0,0.0,0.0,0.010469256538773654,0.02995968181424395,-0.015331079790437407,0.055285808025084086,0.05737214111855344
63,-7.896661367249603,1193.0,False,333.7462311557789,43.10092127303182,0.0,120.0,108.60095018757625,32.41580374265866,0.0665011526417885,337.35461434469346,97.28137130967386,0.009556669420029232,0.02722167828669219,-0.028338010906741574,-0.07114467476294514,0.07658072609525093,1.0,0.0,0.0,0.0,0.010155689400668315,0.03211330053028879,-0.009407014143160159,0.06460856148134522,0.06528980113140474
64,-7.863275039745628,2453.0,False,333.56461475743987,44.37708927843457,0.0,120.0,111.45229424973948,32.419440341188164,0.0689082726675815,337.401569081526,99.97098512049178,0.00954849849218092,0.03217492655707509,-0.000245127835449351,0.148597448111487,0.14859765029401303,1.0,0.0,0.0,0.0,0.010069656018369538,0.034523858141449204,-0.0025810014689633086,0.07231672833481244,0.0723627719593014
65,-7.829888712241653,2506.0,False,334.0666400638468,46.08100558659218,0.0,121.0,115.76246112653114,31.348010752326044,0.0656501279156405,337.8638212786841,103.83754864744024,0.009832148807756149,0.039295669700626576,0.008509509467256838,0.21362229430654459,0.21379171259935517,1.0,0.0,0.0,0.0,0.010173100685113722,0.03694483801955539,0.0031033400023255074,0.07262939634318566,0.07269566653071959
66,-7.796502384737678,2532.0,False,335.43206951026855,47.26145339652449,0.0,122.0,119.6670981461748,30.539985792730103,0.0660712720872925,339.3824725563986,106.96445089627056,0.010911908982821539,0.04505423737803048,0.032392805251961705,0.1727570303221171,0.1757677028290704,1.0,0.0,0.0,0.0,0.010371049659610181,0.03899916066771687,0.005938469234893773,0.061629679444844404,0.061915125820174645
67,-7.763116057233704,2484.0,False,335.8743961352657,46.711755233494365,0.0,120.0,117.1602655447052,30.605377096669425,0.0536219993382566,339.01407487491963,105.20768990453132,0.010669416799467268,0.04181895010042601,-0.007274765500628124,-0.09705861832813412,0.09733086666035365,1.0,0.0,0.0,0.0,0.010546476311788943,0.04029174930435668,0.005262799565362852,0.03877765909919423,0.03913315607612686
68,-7.72972972972973,1115.0,False,336.3800986104886,43.666965486329,0.0,118.0,114.0306886465482,28.982283914208523,0.0538098185948397,339.4466036031394,100.59978585763638,0.011080056730439347,0.03333293896433955,0.012319197929162442,-0.2545803340825936,0.2548782241369844,1.0,0.0,0.0,0.0,0.010607875794612798,0.04053180199109594,0.0018419844847156717,0.007201580602177807,0.007433415770128624
69,-7.6963434022257555,2451.0,False,335.40187678498575,45.988984088127296,0.0,118.0,115.58576922882126,31.427157816021783,0.0478766229283565,338.16774800533244,103.71564576578746,0.01006212331374399,0.03907117083938758,-0.030538002500860754,0.17214695625144089,0.17483461940753633,1.0,0.0,0.0,0.0,0.010533601852029537,0.03962829395322551,-0.0022282182774978343,-0.027105241136112998,0.027196673578564853
70,-7.66295707472178,2568.0,False,334.5934579439252,45.82671339563863,0.0,121.0,115.87609847534088,34.278190372058106,0.0715389160005471,338.7347486769761,103.61656770010173,0.01048910596159414,0.038888706630021565,0.012809479435504478,-0.005473926280980519,0.013930062179984028,1.0,0.0,0.0,0.0,0.01039735662959767,0.03773724642028748,-0.004087356672955993,-0.05673142598814081,0.05687847729343549
71,-7.629570747217806,2624.0,False,334.3056402439024,45.75381097560975,0.0,120.0,116.93040862753102,35.21256727910391,0.0888420985166791,339.49298151944805,103.98843646544498,0.011050757798393556,0.03957354781849904,0.01684955510398245,0.020545235654324118,0.02657092800964716,1.0,0.0,0.0,0.0,0.010364391596588661,0.035252439095766086,-0.0009889509902702952,-0.07454421973564183,0.07455077947316721
